Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category
145210.0,0.0,1.0,0.0,0.0,4.0,246755.0,(),buffalo sauce,sauce
145210.0,0.0,1.0,0.0,0.0,4.0,246755.0,(),buffalo,main
145210.0,113708.0,1.0,160.0,160.0,1.0,0.0,(),jog,main
145211.0,113746.0,1.0,80.0,80.0,1.0,0.0,(),cheesy waffle,main
145211.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
145211.0,113764.0,1.0,25.0,25.0,1.0,0.0,(),maxi cola,drink
145211.0,0.0,1.0,0.0,0.0,4.0,246761.0,(),sweet chili,sauce
145211.0,113742.0,1.0,35.0,35.0,1.0,0.0,(),french fries,side
145212.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145212.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145213.0,113715.0,2.0,220.0,440.0,1.0,0.0,(),pcvolt,drink
145214.0,113710.0,1.0,190.0,190.0,1.0,0.0,(),nash,main
145214.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145215.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145215.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
145216.0,113716.0,1.0,280.0,280.0,1.0,0.0,combo,pcnash,main
145217.0,113711.0,1.0,210.0,210.0,1.0,0.0,combo,wildepic,main
145218.0,113708.0,3.0,160.0,480.0,1.0,0.0,(),jog,main
145219.0,113710.0,1.0,190.0,190.0,1.0,0.0,combo,nash,main
145219.0,113725.0,1.0,380.0,380.0,1.0,0.0,combo,nash,main
145219.0,113747.0,1.0,55.0,55.0,1.0,0.0,(),onion ring,side
145222.0,113723.0,1.0,300.0,300.0,1.0,0.0,(),pc og,main
145222.0,113724.0,1.0,300.0,300.0,1.0,0.0,(),pcvolt,drink
145223.0,113708.0,1.0,160.0,160.0,1.0,0.0,(),jog,main
145224.0,113712.0,1.0,210.0,210.0,1.0,0.0,(),wildblaze,main
145224.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145224.0,113724.0,1.0,300.0,300.0,1.0,0.0,(),pcvolt,drink
145224.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145225.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145225.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145225.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
145226.0,113764.0,1.0,25.0,25.0,1.0,0.0,(),maxi cola,drink
145227.0,113758.0,1.0,20.0,20.0,1.0,0.0,(),big cola,drink
145228.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145228.0,113710.0,1.0,190.0,190.0,1.0,0.0,(),nash,main
145230.0,113716.0,3.0,280.0,840.0,1.0,0.0,(),pcnash,main
145230.0,113757.0,3.0,35.0,105.0,1.0,0.0,(),v cola,drink
145231.0,113716.0,1.0,280.0,280.0,1.0,0.0,(),pcnash,main
145232.0,113723.0,1.0,300.0,300.0,1.0,0.0,(),pc og,main
145232.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145232.0,113708.0,1.0,160.0,160.0,1.0,0.0,(),jog,main
145233.0,113724.0,2.0,300.0,600.0,1.0,0.0,(),pcvolt,drink
145233.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145234.0,113719.0,1.0,440.0,440.0,1.0,0.0,(),pcvolt,drink
145234.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145234.0,113757.0,1.0,35.0,35.0,1.0,0.0,(),v cola,drink
145235.0,113724.0,2.0,300.0,600.0,1.0,0.0,(),pcvolt,drink
145235.0,0.0,1.0,0.0,0.0,4.0,246834.0,(),buffalo,main
145236.0,113725.0,1.0,380.0,380.0,1.0,0.0,(),nash,main
145236.0,0.0,1.0,0.0,0.0,4.0,246836.0,(),cheddar sauce,sauce
145236.0,0.0,1.0,0.0,0.0,4.0,246836.0,(),ranch sauce,sauce
